,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
13204,2020,02652,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,81.7,"(80.7, 82.6)"
13205,2019,02659,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,35.0,"(33.1, 36.8)"
13206,2020,01050,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,16.1,"(14.0, 18.1)"
13207,2020,01242,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.9,"(23.2, 26.7)"
13208,2020,01084,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.0,"(2.6, 3.5)"
13209,2020,01851,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,10.0,"(9.4, 10.6)"
13211,2020,01223,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.8,"(4.5, 7.2)"
13212,2020,02343,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.3,"(23.5, 25.2)"
13213,2020,02062,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.6,"(8.9, 10.3)"
13214,2020,01253,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,42.5,"(33.7, 50.9)"
13216,2020,01588,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,"(2.3, 2.6)"
13217,2020,01431,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.9,"(80.3, 86.9)"
13218,2020,01027,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.8,"(7.4, 8.2)"
13219,2020,01830,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.4,"(19.9, 20.9)"
13220,2020,01337,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,19.5,"(16.6, 22.3)"
13221,2020,02744,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.2,"(78.8, 79.7)"
13222,2020,01253,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.2,"(5.5, 7.0)"
13223,2020,02562,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.0,"(5.4, 6.6)"
13224,2019,01702,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,25.3,"(24.9, 25.6)"
13225,2020,01821,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.6,"(17.4, 17.7)"
13226,2020,02072,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.7,"(8.5, 9.0)"
13228,2020,01516,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,17.5,"(15.5, 19.6)"
13229,2020,01830,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,8.5,"(7.8, 9.2)"
13230,2020,01337,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.7,"(7.2, 8.1)"
13231,2020,02655,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,77.6,"(74.6, 80.2)"
13232,2020,01501,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,28.5,"(27.7, 29.2)"
13233,2020,02171,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.6,"(5.9, 7.3)"
13234,2020,01515,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.1,"(6.7, 7.4)"
13235,2020,01266,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,23.3,"(22.0, 24.6)"
13236,2020,01343,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.3,"(28.3, 32.0)"
13237,2020,01262,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,48.3,"(40.5, 56.0)"
13238,2020,01360,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.1,"(5.4, 6.8)"
13240,2020,02054,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.8,"(10.7, 13.2)"
13241,2020,01523,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,29.0,"(27.7, 30.2)"
13242,2020,01338,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.1,"(27.0, 31.0)"
13243,2020,02720,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,20.0,"(17.2, 23.3)"
13244,2020,01346,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.6,"(12.4, 14.8)"
13245,2020,01560,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.8,"(1.5, 2.0)"
13246,2020,02558,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,24.5,"(22.6, 26.5)"
13247,2020,02468,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,24.5,"(23.8, 25.4)"
13248,2020,02032,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.3,"(7.7, 12.9)"
13250,2019,01005,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.2,"(89.7, 92.4)"
13251,2019,02632,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,33.7,"(33.1, 34.2)"
13252,2020,01720,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.6,"(10.1, 11.0)"
13254,2020,02126,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,41.4,"(40.8, 42.0)"
13256,2020,01347,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,70.7,"(66.7, 74.8)"
13257,2020,02667,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,11.1,"(9.0, 13.7)"
13258,2020,01020,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.7,"(16.5, 16.9)"
13259,2020,01070,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,79.2,"(76.3, 82.0)"
13260,2020,02576,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,16.7,"(14.7, 18.6)"
13262,2020,01255,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.8,"(4.4, 7.5)"
13263,2020,02766,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.1,"(2.1, 2.2)"
13264,2020,02720,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,17.4,"(16.5, 18.3)"
13265,2020,01945,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,44.6,"(41.2, 47.8)"
13266,2020,02575,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,78.9,"(77.8, 80.0)"
13269,2020,01824,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,7.5,"(6.9, 8.2)"
13270,2020,01452,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,57.3,"(49.4, 64.5)"
13271,2020,02559,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.3,"(11.4, 13.2)"
13272,2020,02116,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,46.1,"(44.0, 48.3)"
13273,2020,01105,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.1,"(74.6, 75.6)"
13274,2020,01518,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.6,"(8.3, 11.2)"
13275,2020,01537,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.7,"(5.1, 6.3)"
13276,2020,02357,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,4.1,"(2.4, 7.1)"
13277,2020,01103,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,13.6,"(13.0, 14.1)"
13278,2020,01833,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,81.4,"(79.3, 83.2)"
13279,2020,01741,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.3,"(5.5, 7.5)"
13280,2020,02121,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,33.2,"(32.7, 33.6)"
13281,2019,01952,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.5,"(90.5, 92.4)"
13282,2020,02576,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.1,"(7.7, 8.6)"
13283,2020,01074,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.6,"(76.5, 78.6)"
13284,2020,01609,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,10.0,"(8.9, 11.6)"
13285,2020,02494,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.8,"(7.5, 8.2)"
13286,2020,01355,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.3,"(9.7, 11.0)"
13287,2020,02184,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.4,"(85.5, 87.1)"
13288,2020,02135,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,13.4,"(13.2, 13.7)"
13289,2020,01035,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.2,"(5.5, 7.0)"
13290,2020,02071,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,71.2,"(68.2, 73.8)"
13291,2020,01876,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.2,"(8.5, 9.9)"
13292,2020,01368,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,17.9,"(14.6, 21.0)"
13293,2020,02564,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,16.6,"(14.7, 18.7)"
13294,2020,02452,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.8,"(6.4, 7.2)"
13295,2020,02663,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,17.3,"(14.1, 21.1)"
13296,2020,01467,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.8,"(26.0, 30.0)"
13297,2019,01862,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.1,"(28.7, 29.6)"
13298,2020,02668,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,27.9,"(26.5, 29.2)"
13299,2020,02464,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,15.9,"(15.1, 16.8)"
13300,2020,02474,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.1,"(5.8, 6.5)"
13302,2019,02215,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,76.7,"(75.2, 78.2)"
13303,2020,02053,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.6,"(87.0, 89.9)"
13304,2020,01503,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,52.4,"(45.3, 59.0)"
13305,2020,01541,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,16.3,"(13.7, 19.3)"
13307,2020,01841,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,37.5,"(35.5, 39.7)"
13308,2020,01349,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.7,"(5.2, 6.2)"
13310,2020,01092,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,17.4,"(13.9, 20.9)"
13311,2019,02142,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,16.1,"(15.7, 16.6)"
13312,2019,01081,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.5,"(29.6, 31.5)"
13313,2019,01756,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.8,"(29.9, 31.8)"
13314,2020,02324,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.4,"(32.5, 34.2)"
13315,2020,01583,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.9,"(8.0, 9.8)"
13317,2020,02190,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,43.3,"(39.2, 47.5)"
13318,2020,01370,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.6,"(16.3, 16.8)"
13319,2019,02301,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.0,"(29.8, 30.2)"
13321,2020,01109,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,14.0,"(13.7, 14.3)"
13323,2020,01564,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.3,"(28.4, 32.2)"
13324,2019,02061,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,76.2,"(75.3, 77.1)"
13325,2020,01096,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.5,"(27.9, 31.1)"
13327,2020,02558,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,69.2,"(66.0, 72.4)"
13328,2020,01450,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.4,"(7.7, 11.5)"
13329,2019,02723,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,32.8,"(32.3, 33.3)"
13330,2020,01088,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.6,"(4.5, 6.8)"
13331,2020,02045,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.0,"(78.5, 79.5)"
13332,2020,02360,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.1,"(7.0, 7.3)"
13333,2020,01923,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.2,"(79.4, 82.8)"
13335,2020,01604,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.6,"(25.2, 26.0)"
13336,2019,02718,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,71.0,"(69.5, 72.4)"
13337,2020,01032,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.0,"(71.9, 79.8)"
13338,2020,01129,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,10.0,"(9.6, 10.5)"
13340,2020,01238,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.9,"(84.2, 87.5)"
13341,2020,02648,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.1,"(27.6, 30.6)"
13342,2020,02670,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.4,"(3.1, 3.8)"
13343,2020,02375,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.3,"(24.3, 26.2)"
13344,2020,01852,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,15.9,"(15.8, 16.2)"
